mf_name,curr_price,growth(%),1 year(%),3 year(%),5 year(%),launch_date,exit_load(%),min_investment,Last dividend payout,document_link,link
ITI Long Term Equity Fund - Direct Plan - Growth,14.77,0.75,65.33,0.0,0.0,2019-07-15 00:00:00,,500.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516771.00206600/long-term-equity-fund-direct-plan
ITI Long Term Equity Fund - Direct Plan - IDCW,14.14,0.75,58.29,0.0,0.0,2019-07-15 00:00:00,,500.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516771.00206700/long-term-equity-fund-direct-plan
ITI Mid Cap Fund - Direct Plan - Growth,11.0,1.22,0.0,0.0,0.0,2021-02-15 00:00:00,1.0,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517241.00206600/fund-direct-plan
ITI Mid Cap Fund - Direct Plan - IDCW,11.0,1.22,0.0,0.0,0.0,2021-02-15 00:00:00,1.0,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517241.00206700/fund-direct-plan
ITI Multi Cap Fund - Direct Plan - Growth,14.87,0.64,56.8,0.0,0.0,2019-04-25 00:00:00,1.0,1000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516656.00206600/multi-fund-direct-plan
ITI Multi Cap Fund - Direct Plan - IDCW,14.23,0.64,50.01,0.0,0.0,2019-04-25 00:00:00,1.0,1000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516656.00206700/multi-fund-direct-plan
ITI Overnight Fund - Direct Plan - Growth,1056.59,0.01,3.01,0.0,0.0,2019-10-09 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516851.00206600/overnight-fund-direct-plan
ITI Overnight Fund - Direct Plan - IDCW-Annual,1049.08,0.01,3.02,0.0,0.0,2019-10-09 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516851.00217900/overnight-fund-direct-plan
ITI Overnight Fund - Direct Plan - IDCW-Monthly,1002.02,0.01,0.01,0.0,0.0,2019-10-09 00:00:00,,5000.0,0.25%,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516851.00218200/overnight-fund-direct-plan
ITI Small Cap Fund - Direct Plan - Growth,15.02,0.65,91.7,0.0,0.0,2020-01-27 00:00:00,1.0,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516926.00206600/small-fund-direct-plan
ITI Small Cap Fund - Direct Plan - IDCW,15.02,0.65,91.7,0.0,0.0,2020-01-27 00:00:00,1.0,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140516926.00206700/small-fund-direct-plan
ITI Ultra Short Duration Fund - Growth,1002.21,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517315.00206600/ultra-short-duration-fund
ITI Ultra Short Duration Fund - IDCW-Annual,1002.21,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517315.00217900/ultra-short-duration-fund
ITI Ultra Short Duration Fund - IDCW-Monthly,1001.63,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517315.00218200/ultra-short-duration-fund
ITI Ultra Short Duration Fund - Direct Plan - Growth,1003.0,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517316.00206600/ultra-short-duration-fund-direct-plan
ITI Ultra Short Duration Fund - Direct Plan - IDCW-Annual,1003.02,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517316.00217900/ultra-short-duration-fund-direct-plan
ITI Ultra Short Duration Fund - Direct Plan - IDCW-Monthly,1001.88,0.03,0.0,0.0,0.0,2021-04-19 00:00:00,,5000.0,,https://www.itimf.com/downloads/scheme-information-document,https://coin.zerodha.com/funds/140517316.00218200/ultra-short-duration-fund-direct-plan
JM Arbitrage Fund - Direct Plan - Growth,27.2,0.06,2.48,4.42,5.15,2013-01-01 00:00:00,0.5,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00206600/arbitrage-fund-direct-plan
JM Arbitrage Fund - Direct Plan - IDCW,12.82,0.06,2.48,4.42,3.6,2013-01-01 00:00:00,0.5,5000.0,0.50%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00206700/arbitrage-fund-direct-plan
JM Arbitrage Fund - Direct Plan - IDCW-Annual,12.38,0.06,2.48,4.41,1.6,2015-07-29 00:00:00,0.5,5000.0,19.00%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00217900/arbitrage-fund-direct-plan
JM Arbitrage Fund - Direct Plan - IDCW-Half Yearly,12.59,0.06,2.51,4.28,1.94,2015-07-29 00:00:00,0.5,5000.0,16.50%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00218000/arbitrage-fund-direct-plan
JM Arbitrage Fund - Direct Plan - IDCW-Monthly,10.98,0.06,2.48,2.26,-0.73,2015-07-29 00:00:00,0.5,5000.0,3.10%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00218200/arbitrage-fund-direct-plan
JM Arbitrage Fund - Direct Plan - IDCW-Quarterly,12.92,0.06,2.45,4.26,2.5,2015-07-29 00:00:00,0.5,5000.0,0.20%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058045.00218100/arbitrage-fund-direct-plan
JM Core 11 Fund - Direct Plan - Growth,11.67,0.14,42.0,8.12,13.3,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058048.00206600/core-fund-direct-plan
JM Core 11 Fund - Direct Plan - IDCW,11.44,0.14,42.0,8.12,13.16,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058048.00206700/core-fund-direct-plan
JM Dynamic Debt Fund - Direct Plan - Growth,34.27,0.12,6.55,7.02,7.51,2013-01-01 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058050.00206600/dynamic-debt-fund-direct-plan
JM Dynamic Debt Fund - Direct Plan - IDCW,34.46,0.12,6.55,7.02,7.48,2013-01-01 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058050.00206700/dynamic-debt-fund-direct-plan
JM Dynamic Debt Fund - Direct Plan - IDCW-Monthly,34.72,0.12,6.55,7.02,7.55,2014-12-23 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058050.00218200/dynamic-debt-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - Growth,68.08,0.31,74.28,12.88,11.34,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00206600/equity-hybrid-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - IDCW,37.53,0.31,74.28,12.59,6.08,2013-01-01 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00206700/equity-hybrid-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - IDCW-Annual,22.97,0.31,74.28,4.01,-3.97,2014-09-23 00:00:00,1.0,5000.0,39.84%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00217900/equity-hybrid-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - IDCW-Half Yearly,48.99,0.31,74.27,12.62,11.6,2014-12-23 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00218000/equity-hybrid-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - IDCW-Monthly,48.97,0.31,74.28,12.62,11.59,2014-12-23 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00218200/equity-hybrid-fund-direct-plan
JM Equity Hybrid Fund - Direct Plan - IDCW-Quarterly,17.23,0.31,74.28,12.42,-9.33,2014-12-23 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058046.00218100/equity-hybrid-fund-direct-plan
JM Flexicap Fund - Direct Plan - Growth,48.82,-0.03,54.02,14.1,17.44,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058059.00206600/flexicap-fund-direct-plan
JM Flexicap Fund - Direct Plan - IDCW,44.37,-0.03,54.02,14.1,17.22,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058059.00206700/flexicap-fund-direct-plan
JM Income Fund - Direct Plan - Growth,54.5,0.12,5.3,3.3,4.23,2013-01-01 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058054.00206600/income-fund-direct-plan
JM Income Fund - Direct Plan - IDCW,19.26,0.12,5.3,3.57,4.42,2013-01-01 00:00:00,,5000.0,3.90%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058054.00206700/income-fund-direct-plan
JM Large Cap Fund - Direct Plan - Growth,96.3,0.7,37.1,12.04,11.48,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00206600/large-fund-direct-plan
JM Large Cap Fund - Direct Plan - IDCW,38.67,0.7,37.1,11.9,11.27,2013-01-01 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00206700/large-fund-direct-plan
JM Large Cap Fund - Direct Plan - IDCW-Annual,39.67,0.7,37.1,11.91,11.52,2015-06-30 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00217900/large-fund-direct-plan
JM Large Cap Fund - Direct Plan - IDCW-Half Yearly,39.39,0.7,37.1,11.91,11.39,2015-06-30 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00218000/large-fund-direct-plan
JM Large Cap Fund - Direct Plan - IDCW-Monthly,39.31,0.7,37.1,11.58,11.32,2015-06-30 00:00:00,1.0,5000.0,2.21%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00218200/large-fund-direct-plan
JM Large Cap Fund - Direct Plan - IDCW-Quarterly,39.68,0.7,37.1,11.91,11.52,2015-06-30 00:00:00,1.0,5000.0,0.89%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058049.00218100/large-fund-direct-plan
JM Liquid Fund - Direct Plan - Growth,56.59,0.01,3.29,5.5,6.11,2013-01-01 00:00:00,0.007,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058053.00206600/liquid-fund-direct-plan
JM Liquid Fund - Direct Plan - IDCW-Quarterly,32.13,0.01,3.29,5.5,6.12,2013-01-01 00:00:00,0.007,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058053.00218100/liquid-fund-direct-plan
JM Liquid Fund - Direct Plan - IDCW-Weekly,11.01,0.01,0.01,0.0,0.01,2013-01-01 00:00:00,0.007,5000.0,0.07%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058053.00218300/liquid-fund-direct-plan
JM Low Duration Fund - Direct Plan - Growth,29.69,0.04,25.24,5.76,6.33,2013-01-01 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058058.00206600/duration-fund-direct-plan
JM Overnight Fund - Direct Plan - Growth,1052.26,0.01,3.11,0.0,0.0,2019-12-03 00:00:00,,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/140516896.00206600/overnight-fund-direct-plan
JM Overnight Fund - Direct Plan - IDCW-Weekly,1000.52,0.01,0.01,0.0,0.0,2019-12-03 00:00:00,,5000.0,0.06%,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/140516896.00218300/overnight-fund-direct-plan
JM Tax Gain Fund - Direct Plan - Growth,27.32,0.23,64.84,15.54,18.0,2013-01-01 00:00:00,,500.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058061.00206600/gain-fund-direct-plan
JM Tax Gain Fund - Direct Plan - IDCW,26.65,0.23,64.85,15.54,17.73,2013-01-01 00:00:00,,500.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058061.00206700/gain-fund-direct-plan
JM Value Fund - Direct Plan - Growth,49.15,0.29,64.59,13.6,16.84,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058047.00206600/value-fund-direct-plan
JM Value Fund - Direct Plan - IDCW,33.49,0.29,64.58,13.6,16.61,2013-01-01 00:00:00,1.0,5000.0,,http://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,https://coin.zerodha.com/funds/14058047.00206700/value-fund-direct-plan
Kotak Asset Allocator Fund - Direct Plan - Growth,128.04,0.55,42.74,18.02,14.86,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058152.00206600/kotak-asset-allocator-fund-direct-plan
Kotak Asset Allocator Fund - Direct Plan - IDCW,125.74,0.55,42.73,18.01,14.86,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058152.00206700/kotak-asset-allocator-fund-direct-plan
Kotak Global Emerging Market Fund - Direct Plan - Growth,25.27,0.14,44.07,11.84,14.41,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058158.00206600/kotak-global-emerging-market-fund-direct-plan
Kotak Global Emerging Market Fund - Direct Plan - IDCW,25.37,0.14,44.06,11.82,14.43,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058158.00206700/kotak-global-emerging-market-fund-direct-plan
Kotak Gold Fund - Direct Plan - Growth,20.77,0.22,3.16,16.37,10.21,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058159.00206600/kotak-gold-fund-direct-plan
Kotak Gold Fund - Direct Plan - IDCW,20.77,0.22,3.08,16.37,10.21,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058159.00206700/kotak-gold-fund-direct-plan
Kotak International REIT FOF - Direct Plan - Growth,9.99,-0.86,0.0,0.0,0.0,2020-12-07 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517209.00206600/kotak-international-reit-direct-plan
Kotak International REIT FOF - Direct Plan - IDCW,9.99,-0.86,0.0,0.0,0.0,2020-12-07 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517209.00206700/kotak-international-reit-direct-plan
Kotak NASDAQ 100 Fund of Fund - Direct Plan - Growth,10.18,1.24,0.0,0.0,0.0,2021-01-11 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517215.00206600/kotak-nasdaq-fund-fund-direct-plan
Kotak Balanced Advantage Fund - Direct Plan - Growth,14.09,0.33,30.61,0.0,0.0,2018-07-13 00:00:00,1.0,1000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140515621.00206600/kotak-balanced-advantage-fund-direct-plan
Kotak Balanced Advantage Fund - Direct Plan - IDCW,14.09,0.33,30.61,0.0,0.0,2018-07-13 00:00:00,1.0,1000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140515621.00206700/kotak-balanced-advantage-fund-direct-plan
Kotak Banking and PSU Debt Fund - Direct Plan - Growth,52.35,0.07,7.44,9.73,8.74,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058157.00206600/kotak-banking-debt-fund-direct-plan
Kotak Banking and PSU Debt Fund - Direct Plan - IDCW-Monthly,10.44,0.07,-1.6,-0.34,-0.85,2013-01-01 00:00:00,,5000.0,0.63%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058157.00218200/kotak-banking-debt-fund-direct-plan
Kotak Bluechip Fund - Direct Plan - Growth,369.0,0.64,59.49,16.02,15.15,2013-01-01 00:00:00,1.0,1000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058143.00206600/kotak-bluechip-fund-direct-plan
Kotak Bluechip Fund - Direct Plan - IDCW,48.8,0.64,53.24,10.31,6.15,2013-01-01 00:00:00,1.0,1000.0,16.97%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058143.00206700/kotak-bluechip-fund-direct-plan
Kotak Bond Fund - Direct Plan - Growth,65.76,0.15,6.3,10.27,8.44,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058145.00206600/kotak-bond-fund-direct-plan
Kotak Bond Short Term Fund - Direct Plan - Growth,44.09,0.08,7.32,9.35,8.54,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058146.00206600/kotak-bond-short-term-fund-direct-plan
Kotak Bond Short Term Fund - Direct Plan - IDCW,13.09,0.08,7.32,9.36,4.99,2013-01-01 00:00:00,,5000.0,0.10%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058146.00206700/kotak-bond-short-term-fund-direct-plan
Kotak Corporate Bond Fund - Direct Plan - Growth,3023.93,0.08,7.36,8.76,8.43,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057838.00206600/kotak-corporate-bond-fund-direct-plan
Kotak Corporate Bond Fund - Direct Plan - IDCW-Monthly,1088.83,0.08,-1.63,-0.46,-0.02,2013-01-01 00:00:00,,5000.0,0.63%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057838.00218200/kotak-corporate-bond-fund-direct-plan
Kotak Credit Risk Fund - Direct Plan - Growth,25.67,0.09,9.93,8.53,8.5,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058160.00206600/kotak-credit-risk-fund-direct-plan
Kotak Credit Risk Fund - Direct Plan - IDCW-Annual,19.28,0.09,9.93,8.53,8.5,2014-03-25 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058160.00217900/kotak-credit-risk-fund-direct-plan
Kotak Debt Hybrid Fund - Direct Plan - Growth,44.04,0.25,22.94,12.46,11.2,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058419.00206600/kotak-debt-hybrid-fund-direct-plan
Kotak Debt Hybrid Fund - Direct Plan - IDCW-Monthly,13.7,0.25,14.03,2.68,1.7,2013-01-01 00:00:00,1.0,5000.0,1.14%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058419.00218200/kotak-debt-hybrid-fund-direct-plan
Kotak Dynamic Bond Fund - Direct Plan - Growth,31.0,0.11,7.58,10.67,9.61,2013-01-01 00:00:00,,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058153.00206600/kotak-dynamic-bond-fund-direct-plan
Kotak Dynamic Bond Fund - Direct Plan - IDCW-Quarterly,11.05,0.11,-2.42,1.29,0.35,2013-01-01 00:00:00,,5000.0,3.43%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058153.00218100/kotak-dynamic-bond-fund-direct-plan
Kotak Emerging Equity Fund - Direct Plan - Growth,69.65,0.67,84.76,18.46,19.17,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058150.00206600/kotak-emerging-equity-fund-direct-plan
Kotak Emerging Equity Fund - Direct Plan - IDCW,41.5,0.67,84.76,14.16,14.38,2013-01-01 00:00:00,1.0,5000.0,6.34%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058150.00206700/kotak-emerging-equity-fund-direct-plan
Kotak Equity Arbitrage Fund - Direct Plan - Growth,30.57,0.03,4.23,5.8,6.19,2013-01-01 00:00:00,0.25,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058151.00206600/kotak-equity-arbitrage-fund-direct-plan
Kotak Equity Arbitrage Fund - Direct Plan - IDCW,11.2,0.03,0.21,0.63,0.56,2013-01-01 00:00:00,0.25,5000.0,0.27%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058151.00206700/kotak-equity-arbitrage-fund-direct-plan
Kotak Equity Hybrid Fund - Direct Plan - Growth,40.32,0.54,58.72,16.12,14.96,2014-11-07 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058144.00206600/kotak-equity-hybrid-fund-direct-plan
Kotak Equity Hybrid Fund - Direct Plan - IDCW,24.71,0.54,57.13,12.14,9.16,2013-01-01 00:00:00,1.0,5000.0,1.02%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058144.00206700/kotak-equity-hybrid-fund-direct-plan
Kotak Equity Opportunities Fund - Direct Plan - Growth,192.01,0.74,59.37,16.69,17.42,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058164.00206600/kotak-equity-opportunities-fund-direct-plan
Kotak Equity Opportunities Fund - Direct Plan - IDCW,33.88,0.74,50.23,7.45,7.21,2013-01-01 00:00:00,1.0,5000.0,6.34%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14058164.00206700/kotak-equity-opportunities-fund-direct-plan
Kotak Equity Savings Fund - Direct Plan - Growth,18.15,0.27,19.76,9.4,9.79,2014-09-17 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140512237.00206600/kotak-equity-savings-fund-direct-plan
Kotak Equity Savings Fund - Direct Plan - IDCW-Monthly,13.14,0.27,14.6,4.3,4.34,2014-10-17 00:00:00,1.0,5000.0,0.46%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140512237.00218200/kotak-equity-savings-fund-direct-plan
Kotak ESG Opportunities Fund - Direct Plan - Growth,11.4,0.64,0.0,0.0,0.0,2020-11-20 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517190.00206600/kotak-opportunities-fund-direct-plan
Kotak ESG Opportunities Fund - Direct Plan - IDCW,11.4,0.64,0.0,0.0,0.0,2020-11-20 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140517190.00206700/kotak-opportunities-fund-direct-plan
Kotak Infrastructure & Economic Reform Fund - Direct Plan - Growth,30.61,1.55,73.3,11.22,13.47,2013-01-01 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057839.00206600/kotak-infrastructure-economic-reform-fund-direct-plan
Kotak Infrastructure & Economic Reform Fund - Direct Plan - IDCW,30.27,1.55,73.3,11.22,13.23,2013-01-01 00:00:00,1.0,5000.0,2.50%,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/14057839.00206700/kotak-infrastructure-economic-reform-fund-direct-plan
Kotak Pioneer Fund - Direct Plan - Growth,16.96,0.59,78.87,0.0,0.0,2019-10-09 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516857.00206600/kotak-pioneer-fund-direct-plan
Kotak Pioneer Fund - Direct Plan - IDCW,16.96,0.59,78.87,0.0,0.0,2019-10-09 00:00:00,1.0,5000.0,,http://assetmanagement.kotak.com/,https://coin.zerodha.com/funds/140516857.00206700/kotak-pioneer-fund-direct-plan
